DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Playoffs Season,5/9/17,Clint Capela,C,Houston,San Antonio,R,34,4,8,0,1,1,2,3,8,11,1,4,1,0,3,9
2016-2017 Playoffs Season,5/9/17,Patrick Beverley,SG,Houston,San Antonio,R,41.7,6,10,5,7,3,3,2,2,4,1,5,0,2,0,20
2016-2017 Playoffs Season,5/9/17,James Harden,PG,Houston,San Antonio,R,43.4,11,24,4,15,7,8,1,9,10,10,4,1,9,1,33
2016-2017 Playoffs Season,5/9/17,Ryan Anderson,PF,Houston,San Antonio,R,36,7,11,3,6,2,4,2,5,7,1,5,0,1,0,19
2016-2017 Playoffs Season,5/9/17,Lou Williams,SG,Houston,San Antonio,R,25.9,3,10,0,5,0,0,0,1,1,4,0,1,1,0,6
2016-2017 Playoffs Season,5/9/17,Kawhi Leonard,SF,San Antonio,Houston,H,38.3,8,21,1,4,5,6,3,12,15,4,1,2,2,2,22
2016-2017 Playoffs Season,5/9/17,LaMarcus Aldridge,PF,San Antonio,Houston,H,42.2,7,21,0,1,4,7,9,5,14,1,2,1,2,0,18
2016-2017 Playoffs Season,5/9/17,Pau Gasol,C,San Antonio,Houston,H,20.1,2,5,0,0,0,0,1,4,5,2,2,0,1,1,4
2016-2017 Playoffs Season,5/9/17,Danny Green,SG,San Antonio,Houston,H,40.4,5,11,4,8,2,3,1,4,5,3,3,0,1,0,16
2016-2017 Playoffs Season,5/9/17,Patty Mills,PG,San Antonio,Houston,H,43.2,7,16,5,12,1,2,1,0,1,4,2,1,1,0,20
2016-2017 Playoffs Season,5/9/17,Jonathon Simmons,SG,San Antonio,Houston,H,31.7,5,14,0,4,2,3,1,1,2,2,2,3,0,0,12
2016-2017 Playoffs Season,5/9/17,Manu Ginobili,SG,San Antonio,Houston,H,31.6,5,11,1,4,1,2,1,6,7,5,2,0,0,1,12
2016-2017 Playoffs Season,5/9/17,David Lee,PF,San Antonio,Houston,H,10.8,3,4,0,0,0,0,1,2,3,0,2,0,0,1,6
2016-2017 Playoffs Season,5/9/17,Kyle Anderson,SG,San Antonio,Houston,H,6.7,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
2016-2017 Playoffs Season,5/10/17,Otto Porter Jr.,SF,Washington,Boston,R,25.7,6,11,1,5,0,0,0,4,4,2,1,1,0,0,13
2016-2017 Playoffs Season,5/10/17,Markieff Morris,PF,Washington,Boston,R,28.3,4,11,1,4,0,0,2,3,5,2,1,1,2,1,9
2016-2017 Playoffs Season,5/10/17,Marcin Gortat,C,Washington,Boston,R,24.8,3,7,0,0,1,1,5,6,11,0,1,0,0,0,7
2016-2017 Playoffs Season,5/10/17,Bradley Beal,SG,Washington,Boston,R,35.3,7,19,0,4,2,2,1,1,2,4,3,1,2,1,16
2016-2017 Playoffs Season,5/10/17,John Wall,PG,Washington,Boston,R,32.3,7,17,2,3,5,5,1,3,4,4,1,1,2,2,21
2016-2017 Playoffs Season,5/10/17,Bojan Bogdanovic,SF,Washington,Boston,R,22.7,1,7,1,4,3,4,1,5,6,4,0,1,2,0,6
2016-2017 Playoffs Season,5/10/17,Brandon Jennings,PG,Washington,Boston,R,14.9,1,3,1,2,0,0,2,1,3,1,2,0,1,0,3
2016-2017 Playoffs Season,5/10/17,Ian Mahinmi,C,Washington,Boston,R,13.9,1,3,0,0,3,3,1,2,3,2,2,0,1,0,5
2016-2017 Playoffs Season,5/10/17,Kelly Oubre Jr.,SF,Washington,Boston,R,20,5,10,1,5,2,4,2,1,3,0,4,0,0,0,13
2016-2017 Playoffs Season,5/10/17,Jason Smith,C,Washington,Boston,R,6.7,0,1,0,0,5,6,1,2,3,0,1,0,1,1,5
2016-2017 Playoffs Season,5/10/17,Trey Burke,PG,Washington,Boston,R,6.7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Playoffs Season,5/10/17,Sheldon McClellan,SG,Washington,Boston,R,4.4,0,1,0,1,2,2,0,1,1,0,0,0,1,0,2
2016-2017 Playoffs Season,5/10/17,Tomas Satoransky,SG,Washington,Boston,R,4.4,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1
2016-2017 Playoffs Season,5/10/17,Jae Crowder,SF,Boston,Washington,H,26.1,6,15,2,5,4,4,1,7,8,2,2,0,1,0,18
2016-2017 Playoffs Season,5/10/17,Amir Johnson,PF,Boston,Washington,H,18.2,4,5,0,1,0,0,2,3,5,0,2,0,0,1,8
2016-2017 Playoffs Season,5/10/17,Al Horford,C,Boston,Washington,H,28.3,8,9,3,4,0,1,1,5,6,7,0,0,1,3,19
2016-2017 Playoffs Season,5/10/17,Avery Bradley,SG,Boston,Washington,H,30.5,12,19,4,7,1,1,0,6,6,3,3,0,3,0,29
2016-2017 Playoffs Season,5/10/17,Isaiah Thomas,PG,Boston,Washington,H,34.6,5,13,2,5,6,7,1,2,3,9,2,0,4,0,18
2016-2017 Playoffs Season,5/10/17,Jaylen Brown,SF,Boston,Washington,H,26.2,0,3,0,1,0,0,1,2,3,2,4,1,0,1,0
2016-2017 Playoffs Season,5/10/17,Marcus Smart,PG,Boston,Washington,H,26.1,3,7,2,5,1,4,0,11,11,6,4,2,0,1,9
2016-2017 Playoffs Season,5/10/17,Terry Rozier,PG,Boston,Washington,H,20.9,2,5,1,2,0,0,1,1,2,1,3,2,0,0,5
2016-2017 Playoffs Season,5/10/17,Kelly Olynyk,C,Boston,Washington,H,15.6,3,5,1,2,1,2,0,0,0,2,2,2,2,2,8
2016-2017 Playoffs Season,5/10/17,James Young,SG,Boston,Washington,H,5,1,1,1,1,0,0,0,2,2,0,0,0,0,0,3
2016-2017 Playoffs Season,5/10/17,Gerald Green,SG,Boston,Washington,H,4.4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2016-2017 Playoffs Season,5/10/17,Tyler Zeller,C,Boston,Washington,H,4.4,2,5,0,0,2,2,2,0,2,0,1,0,0,0,6
2016-2017 Playoffs Season,5/11/17,Danny Green,SG,San Antonio,Houston,R,30.8,4,8,1,4,1,2,0,6,6,2,1,2,0,2,10
2016-2017 Playoffs Season,5/11/17,LaMarcus Aldridge,PF,San Antonio,Houston,R,35.8,16,26,0,0,2,2,5,7,12,1,3,1,2,0,34
2016-2017 Playoffs Season,5/11/17,Pau Gasol,C,San Antonio,Houston,R,29.5,5,11,0,0,0,0,2,9,11,5,2,0,1,3,10
2016-2017 Playoffs Season,5/11/17,Jonathon Simmons,SG,San Antonio,Houston,R,31.5,8,12,1,4,1,2,0,0,0,4,4,1,1,0,18
2016-2017 Playoffs Season,5/11/17,Patty Mills,PG,San Antonio,Houston,R,27.3,6,10,2,6,0,0,2,1,3,7,4,1,1,0,14
2016-2017 Playoffs Season,5/11/17,Manu Ginobili,SG,San Antonio,Houston,R,16.7,1,5,0,3,0,0,0,3,3,4,5,0,0,0,2
2016-2017 Playoffs Season,5/11/17,David Lee,PF,San Antonio,Houston,R,8.5,1,2,0,0,0,1,0,2,2,1,0,0,0,1,2
2016-2017 Playoffs Season,5/11/17,Dejounte Murray,PG,San Antonio,Houston,R,23.8,5,10,0,1,1,2,1,9,10,5,2,2,1,1,11
2016-2017 Playoffs Season,5/11/17,Kyle Anderson,SG,San Antonio,Houston,R,20.8,3,7,1,3,0,0,1,5,6,3,0,1,0,0,7
2016-2017 Playoffs Season,5/11/17,Dewayne Dedmon,C,San Antonio,Houston,R,4.3,1,2,0,0,1,2,3,1,4,0,0,0,1,0,3
2016-2017 Playoffs Season,5/11/17,Bryn Forbes,SG,San Antonio,Houston,R,4.3,1,3,0,1,0,0,0,2,2,0,0,0,0,0,2
2016-2017 Playoffs Season,5/11/17,Davis Bertans,PF,San Antonio,Houston,R,4.3,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1
2016-2017 Playoffs Season,5/11/17,Joel Anthony,C,San Antonio,Houston,R,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-2017 Playoffs Season,5/11/17,Eric Gordon,SG,Houston,San Antonio,H,30.4,2,9,2,7,0,0,0,1,1,1,0,1,2,1,6
2016-2017 Playoffs Season,5/11/17,Trevor Ariza,SF,Houston,San Antonio,H,38,6,12,5,8,3,3,1,4,5,1,0,1,1,0,20
2016-2017 Playoffs Season,5/11/17,Clint Capela,C,Houston,San Antonio,H,34.6,3,11,0,0,9,14,3,9,12,0,3,2,1,1,15
2016-2017 Playoffs Season,5/11/17,Patrick Beverley,SG,Houston,San Antonio,H,32,3,6,1,3,0,0,2,2,4,4,2,0,1,0,7
2016-2017 Playoffs Season,5/11/17,James Harden,PG,Houston,San Antonio,H,36.6,2,11,2,9,4,6,0,3,3,7,6,1,6,1,10
2016-2017 Playoffs Season,5/11/17,Ryan Anderson,PF,Houston,San Antonio,H,25.2,0,6,0,4,0,0,1,5,6,0,2,0,2,0,0
2016-2017 Playoffs Season,5/11/17,Lou Williams,SG,Houston,San Antonio,H,20.3,3,7,0,1,2,2,0,0,0,0,1,0,0,0,8
2016-2017 Playoffs Season,5/11/17,Sam Dekker,SF,Houston,San Antonio,H,10,2,6,2,4,0,0,1,1,2,0,2,0,0,0,6
2016-2017 Playoffs Season,5/11/17,Troy Williams,SF,Houston,San Antonio,H,3.3,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0
2016-2017 Playoffs Season,5/11/17,Isaiah Taylor,PG,Houston,San Antonio,H,3.3,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/11/17,Montrezl Harrell,PF,Houston,San Antonio,H,3.3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/11/17,Bobby Brown,PG,Houston,San Antonio,H,3.3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,3
2016-2017 Playoffs Season,5/12/17,Amir Johnson,PF,Boston,Washington,R,14.3,1,1,0,0,0,0,1,2,3,0,2,0,0,1,2
2016-2017 Playoffs Season,5/12/17,Jae Crowder,SF,Boston,Washington,R,37,3,9,1,4,3,4,0,7,7,8,1,0,0,0,10
2016-2017 Playoffs Season,5/12/17,Al Horford,C,Boston,Washington,R,37.2,8,12,2,4,2,2,1,5,6,3,1,0,2,1,20
2016-2017 Playoffs Season,5/12/17,Avery Bradley,SG,Boston,Washington,R,42.2,10,18,3,6,4,4,0,3,3,1,3,4,2,0,27
2016-2017 Playoffs Season,5/12/17,Isaiah Thomas,PG,Boston,Washington,R,38.7,8,24,5,13,6,6,0,3,3,7,5,0,5,0,27
2016-2017 Playoffs Season,5/12/17,Jaylen Brown,SF,Boston,Washington,R,11.2,0,5,0,3,0,0,2,0,2,1,1,0,0,0,0
2016-2017 Playoffs Season,5/12/17,Marcus Smart,PG,Boston,Washington,R,27.8,0,3,0,1,1,2,2,3,5,4,2,0,0,0,1
2016-2017 Playoffs Season,5/12/17,Terry Rozier,PG,Boston,Washington,R,10.7,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0
2016-2017 Playoffs Season,5/12/17,Kelly Olynyk,C,Boston,Washington,R,21,2,4,0,2,0,0,1,7,8,0,4,1,1,1,4
2016-2017 Playoffs Season,5/12/17,Otto Porter Jr.,SF,Washington,Boston,H,35.9,0,5,0,2,0,0,3,4,7,2,1,1,0,1,0
2016-2017 Playoffs Season,5/12/17,Markieff Morris,PF,Washington,Boston,H,39.4,5,14,2,5,4,5,2,9,11,2,4,1,3,1,16
2016-2017 Playoffs Season,5/12/17,Marcin Gortat,C,Washington,Boston,H,25.2,2,3,0,0,0,0,4,9,13,2,4,1,2,1,4
2016-2017 Playoffs Season,5/12/17,Bradley Beal,SG,Washington,Boston,H,42.9,15,26,1,8,2,2,2,0,2,5,3,1,1,0,33
2016-2017 Playoffs Season,5/12/17,John Wall,PG,Washington,Boston,H,41.8,9,25,2,5,6,8,0,2,2,8,3,0,3,2,26
2016-2017 Playoffs Season,5/12/17,Bojan Bogdanovic,SF,Washington,Boston,H,16.8,2,6,0,3,0,0,0,4,4,0,1,0,1,0,4
2016-2017 Playoffs Season,5/12/17,Ian Mahinmi,C,Washington,Boston,H,15.3,3,3,0,0,0,4,0,3,3,0,4,0,0,2,6
2016-2017 Playoffs Season,5/12/17,Kelly Oubre Jr.,SF,Washington,Boston,H,6.9,0,0,0,0,0,0,0,2,2,0,3,0,1,0,0
2016-2017 Playoffs Season,5/12/17,Brandon Jennings,PG,Washington,Boston,H,8.4,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/12/17,Jason Smith,C,Washington,Boston,H,7.5,1,2,0,0,1,2,0,1,1,1,1,0,1,0,3
2016-2017 Playoffs Season,5/14/17,Kawhi Leonard,SF,San Antonio,Golden State,R,23.9,7,13,1,4,11,11,4,4,8,3,2,1,1,0,26
2016-2017 Playoffs Season,5/14/17,LaMarcus Aldridge,PF,San Antonio,Golden State,R,40.2,11,24,1,2,5,6,2,6,8,3,4,3,6,1,28
2016-2017 Playoffs Season,5/14/17,Pau Gasol,C,San Antonio,Golden State,R,16,2,5,0,1,1,1,0,2,2,1,5,1,1,1,5
2016-2017 Playoffs Season,5/14/17,Danny Green,SG,San Antonio,Golden State,R,33.2,3,5,2,3,0,0,1,1,2,2,3,1,3,1,8
2016-2017 Playoffs Season,5/14/17,Patty Mills,PG,San Antonio,Golden State,R,37.3,1,8,0,6,3,4,1,1,2,3,3,2,1,0,5
2016-2017 Playoffs Season,5/14/17,Jonathon Simmons,SG,San Antonio,Golden State,R,25.6,4,9,2,3,2,2,1,0,1,1,4,0,1,0,12
2016-2017 Playoffs Season,5/14/17,David Lee,PF,San Antonio,Golden State,R,15.5,0,1,0,0,0,0,3,4,7,1,0,0,1,0,0
2016-2017 Playoffs Season,5/14/17,Dejounte Murray,PG,San Antonio,Golden State,R,12.9,3,6,0,0,0,1,1,1,2,2,1,1,1,1,6
2016-2017 Playoffs Season,5/14/17,Manu Ginobili,SG,San Antonio,Golden State,R,25.7,7,10,1,3,2,3,0,1,1,1,2,3,2,0,17
2016-2017 Playoffs Season,5/14/17,Davis Bertans,PF,San Antonio,Golden State,R,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/14/17,Kyle Anderson,SG,San Antonio,Golden State,R,9.4,2,3,0,0,0,0,1,3,4,2,0,1,0,0,4
2016-2017 Playoffs Season,5/14/17,Kevin Durant,SF,Golden State,San Antonio,H,38.5,11,21,2,8,10,12,2,3,5,4,4,1,3,4,34
2016-2017 Playoffs Season,5/14/17,Draymond Green,PF,Golden State,San Antonio,H,36.6,3,6,0,1,3,3,3,4,7,7,5,2,3,0,9
2016-2017 Playoffs Season,5/14/17,Zaza Pachulia,C,Golden State,San Antonio,H,25.6,4,6,0,0,3,4,5,4,9,3,3,1,1,1,11
2016-2017 Playoffs Season,5/14/17,Klay Thompson,SG,Golden State,San Antonio,H,38.7,2,11,1,3,1,2,1,3,4,3,5,3,2,2,6
2016-2017 Playoffs Season,5/14/17,Stephen Curry,PG,Golden State,San Antonio,H,39.2,14,26,7,16,5,7,2,5,7,3,0,3,4,0,40
2016-2017 Playoffs Season,5/14/17,Andre Iguodala,SF,Golden State,San Antonio,H,10.2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2
2016-2017 Playoffs Season,5/14/17,JaVale McGee,C,Golden State,San Antonio,H,5.3,0,0,0,0,1,2,0,1,1,0,2,0,1,0,1
2016-2017 Playoffs Season,5/14/17,Shaun Livingston,PG,Golden State,San Antonio,H,23.1,2,5,0,0,0,1,4,2,6,1,1,1,1,0,4
2016-2017 Playoffs Season,5/14/17,David West,PF,Golden State,San Antonio,H,8,0,2,0,0,1,2,0,1,1,0,3,1,2,1,1
2016-2017 Playoffs Season,5/14/17,Matt Barnes,SF,Golden State,San Antonio,H,10.1,1,2,0,1,0,0,0,2,2,0,1,0,0,0,2
2016-2017 Playoffs Season,5/14/17,Ian Clark,SG,Golden State,San Antonio,H,4.7,1,1,1,1,0,0,0,1,1,0,0,0,1,0,3
2016-2017 Playoffs Season,5/15/17,Otto Porter Jr.,SF,Washington,Boston,R,39.1,6,10,0,2,8,8,1,9,10,2,1,2,1,1,20
2016-2017 Playoffs Season,5/15/17,Markieff Morris,PF,Washington,Boston,R,41.8,7,14,3,6,1,2,2,7,9,2,4,1,3,1,18
2016-2017 Playoffs Season,5/15/17,Marcin Gortat,C,Washington,Boston,R,32.8,2,6,0,0,2,3,4,7,11,0,3,1,4,1,6
2016-2017 Playoffs Season,5/15/17,Bradley Beal,SG,Washington,Boston,R,45.9,12,22,5,10,9,10,1,3,4,2,2,2,2,0,38
2016-2017 Playoffs Season,5/15/17,John Wall,PG,Washington,Boston,R,44.1,8,23,1,8,1,2,2,5,7,11,1,0,3,0,18
2016-2017 Playoffs Season,5/15/17,Bojan Bogdanovic,SF,Washington,Boston,R,16.1,1,2,1,2,2,2,0,1,1,0,0,0,0,0,5
2016-2017 Playoffs Season,5/15/17,Ian Mahinmi,C,Washington,Boston,R,10.8,0,1,0,0,0,2,0,0,0,1,4,0,1,1,0
2016-2017 Playoffs Season,5/15/17,Brandon Jennings,PG,Washington,Boston,R,5.7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2016-2017 Playoffs Season,5/15/17,Kelly Oubre Jr.,SF,Washington,Boston,R,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/15/17,Jason Smith,C,Washington,Boston,R,3.3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,5/15/17,Sheldon McClellan,SG,Washington,Boston,R,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/15/17,Tomas Satoransky,SG,Washington,Boston,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/15/17,Jae Crowder,SF,Boston,Washington,H,31.9,7,12,0,4,0,0,0,5,5,0,3,1,1,0,14
2016-2017 Playoffs Season,5/15/17,Amir Johnson,PF,Boston,Washington,H,9.7,0,1,0,0,0,0,1,0,1,0,3,1,2,0,0
2016-2017 Playoffs Season,5/15/17,Al Horford,C,Boston,Washington,H,39.6,6,10,2,2,1,3,1,5,6,5,0,1,1,0,15
2016-2017 Playoffs Season,5/15/17,Avery Bradley,SG,Boston,Washington,H,37,3,9,1,4,2,2,0,2,2,1,3,1,1,1,9
2016-2017 Playoffs Season,5/15/17,Isaiah Thomas,PG,Boston,Washington,H,39.7,9,21,3,5,8,9,1,1,2,12,2,1,2,0,29
2016-2017 Playoffs Season,5/15/17,Kelly Olynyk,C,Boston,Washington,H,28.4,10,14,2,6,4,5,1,4,5,4,5,0,1,0,26
2016-2017 Playoffs Season,5/15/17,Marcus Smart,PG,Boston,Washington,H,29.6,4,7,2,2,3,4,0,6,6,4,4,0,0,2,13
2016-2017 Playoffs Season,5/15/17,Jaylen Brown,SF,Boston,Washington,H,19.7,3,5,1,3,2,2,0,3,3,0,3,1,0,0,9
2016-2017 Playoffs Season,5/15/17,Terry Rozier,PG,Boston,Washington,H,4.4,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2016-2017 Playoffs Season,5/15/17,James Young,SG,Boston,Washington,H,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/16/17,Jonathon Simmons,SG,San Antonio,Golden State,R,25.5,8,17,2,3,4,5,2,1,3,3,4,0,1,0,22
2016-2017 Playoffs Season,5/16/17,LaMarcus Aldridge,PF,San Antonio,Golden State,R,26.5,4,11,0,1,0,0,1,3,4,3,1,1,3,2,8
2016-2017 Playoffs Season,5/16/17,Pau Gasol,C,San Antonio,Golden State,R,15.8,2,5,0,0,3,3,4,4,8,1,0,1,3,0,7
2016-2017 Playoffs Season,5/16/17,Danny Green,SG,San Antonio,Golden State,R,16.7,2,7,1,5,0,0,1,1,2,0,0,0,0,1,5
2016-2017 Playoffs Season,5/16/17,Patty Mills,PG,San Antonio,Golden State,R,21.1,2,6,1,4,0,0,0,2,2,1,0,2,1,0,5
2016-2017 Playoffs Season,5/16/17,Dewayne Dedmon,C,San Antonio,Golden State,R,20.2,3,9,0,0,3,4,5,4,9,0,3,0,1,0,9
2016-2017 Playoffs Season,5/16/17,Manu Ginobili,SG,San Antonio,Golden State,R,5.1,0,3,0,1,2,2,0,0,0,1,2,0,0,0,2
2016-2017 Playoffs Season,5/16/17,David Lee,PF,San Antonio,Golden State,R,4.6,1,3,0,0,0,1,2,0,2,0,0,0,0,0,2
2016-2017 Playoffs Season,5/16/17,Dejounte Murray,PG,San Antonio,Golden State,R,26.9,3,12,0,0,2,2,1,5,6,6,2,4,5,0,8
2016-2017 Playoffs Season,5/16/17,Kyle Anderson,SG,San Antonio,Golden State,R,25.5,4,12,0,2,0,0,3,2,5,4,0,2,0,0,8
2016-2017 Playoffs Season,5/16/17,Bryn Forbes,SG,San Antonio,Golden State,R,23.1,1,7,1,4,2,2,0,1,1,1,1,0,0,0,5
2016-2017 Playoffs Season,5/16/17,Davis Bertans,PF,San Antonio,Golden State,R,16.9,4,4,3,3,2,2,1,3,4,1,2,1,3,1,13
2016-2017 Playoffs Season,5/16/17,Joel Anthony,C,San Antonio,Golden State,R,12,3,4,0,0,0,0,2,1,3,0,2,0,1,1,6
2016-2017 Playoffs Season,5/16/17,Kevin Durant,SF,Golden State,San Antonio,H,27.8,6,10,2,5,2,2,0,2,2,3,2,0,2,1,16
2016-2017 Playoffs Season,5/16/17,Draymond Green,PF,Golden State,San Antonio,H,27.6,4,10,2,6,3,4,0,9,9,6,1,2,1,2,13
2016-2017 Playoffs Season,5/16/17,Zaza Pachulia,C,Golden State,San Antonio,H,6.9,2,4,0,0,0,0,0,1,1,2,0,0,0,0,4
2016-2017 Playoffs Season,5/16/17,Klay Thompson,SG,Golden State,San Antonio,H,29.1,4,10,2,5,1,1,1,5,6,4,1,0,3,0,11
2016-2017 Playoffs Season,5/16/17,Stephen Curry,PG,Golden State,San Antonio,H,30.6,8,13,6,9,7,7,1,6,7,7,3,3,2,0,29
2016-2017 Playoffs Season,5/16/17,JaVale McGee,C,Golden State,San Antonio,H,9.9,3,3,0,0,0,0,0,4,4,0,2,0,1,0,6
2016-2017 Playoffs Season,5/16/17,Patrick McCaw,SG,Golden State,San Antonio,H,26.7,6,8,3,4,3,3,1,2,3,5,4,3,2,0,18
2016-2017 Playoffs Season,5/16/17,Shaun Livingston,PG,Golden State,San Antonio,H,12.9,5,7,0,0,0,0,0,0,0,3,2,2,2,0,10
2016-2017 Playoffs Season,5/16/17,Ian Clark,SG,Golden State,San Antonio,H,22,4,7,2,4,0,0,0,0,0,3,2,2,1,0,10
2016-2017 Playoffs Season,5/16/17,David West,PF,Golden State,San Antonio,H,14.3,3,3,0,0,0,0,0,0,0,5,0,1,0,2,6
2016-2017 Playoffs Season,5/16/17,Matt Barnes,SF,Golden State,San Antonio,H,14.8,1,6,0,3,0,0,0,2,2,1,1,1,1,0,2
2016-2017 Playoffs Season,5/16/17,James Michael McAdoo,PF,Golden State,San Antonio,H,11,3,5,1,1,2,2,2,3,5,0,1,1,1,0,9
2016-2017 Playoffs Season,5/16/17,Damian Jones,C,Golden State,San Antonio,H,6.5,1,3,0,0,0,0,1,0,1,0,0,1,0,0,2
2016-2017 Playoffs Season,5/17/17,LeBron James,SF,Cleveland,Boston,R,42,14,24,1,6,9,11,2,7,9,7,2,2,2,0,38
2016-2017 Playoffs Season,5/17/17,Kevin Love,PF,Cleveland,Boston,R,33.8,9,16,6,9,8,9,1,11,12,0,3,1,2,1,32
2016-2017 Playoffs Season,5/17/17,Tristan Thompson,C,Cleveland,Boston,R,34.1,7,7,0,0,6,10,6,3,9,2,3,2,1,0,20
2016-2017 Playoffs Season,5/17/17,JR Smith,SG,Cleveland,Boston,R,23.6,1,2,0,1,0,0,0,3,3,2,1,1,0,0,2
2016-2017 Playoffs Season,5/17/17,Kyrie Irving,PG,Cleveland,Boston,R,34.3,4,11,0,3,3,3,0,2,2,6,2,2,2,1,11
2016-2017 Playoffs Season,5/17/17,Kyle Korver,SG,Cleveland,Boston,R,14.1,1,6,1,6,0,0,0,1,1,0,1,0,0,0,3
2016-2017 Playoffs Season,5/17/17,Iman Shumpert,SG,Cleveland,Boston,R,25,1,6,1,2,0,0,2,3,5,1,1,1,0,0,3
2016-2017 Playoffs Season,5/17/17,Deron Williams,PG,Cleveland,Boston,R,12.2,0,5,0,1,2,2,0,0,0,2,2,0,1,0,2
2016-2017 Playoffs Season,5/17/17,Richard Jefferson,SF,Cleveland,Boston,R,12.2,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0
2016-2017 Playoffs Season,5/17/17,Channing Frye,C,Cleveland,Boston,R,3.1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,3
2016-2017 Playoffs Season,5/17/17,Derrick Williams,SF,Cleveland,Boston,R,3.1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3
2016-2017 Playoffs Season,5/17/17,Dahntay Jones,SF,Cleveland,Boston,R,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Playoffs Season,5/17/17,Jae Crowder,SF,Boston,Cleveland,H,34.6,8,13,4,6,1,2,4,4,8,5,5,0,0,0,21
2016-2017 Playoffs Season,5/17/17,Amir Johnson,PF,Boston,Cleveland,H,4.6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Playoffs Season,5/17/17,Al Horford,C,Boston,Cleveland,H,37.5,4,11,1,3,2,2,4,4,8,6,4,1,3,0,11
2016-2017 Playoffs Season,5/17/17,Avery Bradley,SG,Boston,Cleveland,H,39.4,8,16,2,8,3,4,0,4,4,1,1,0,3,0,21
2016-2017 Playoffs Season,5/17/17,Isaiah Thomas,PG,Boston,Cleveland,H,38.3,7,19,2,7,1,3,0,1,1,10,2,1,4,0,17
2016-2017 Playoffs Season,5/17/17,Kelly Olynyk,C,Boston,Cleveland,H,16.5,1,6,0,2,0,0,0,3,3,3,2,0,1,0,2
2016-2017 Playoffs Season,5/17/17,Marcus Smart,PG,Boston,Cleveland,H,21.4,2,5,0,3,2,3,1,2,3,3,6,2,2,1,6
2016-2017 Playoffs Season,5/17/17,Jaylen Brown,SF,Boston,Cleveland,H,19.8,5,7,0,1,0,2,4,5,9,1,2,0,1,0,10
2016-2017 Playoffs Season,5/17/17,Terry Rozier,PG,Boston,Cleveland,H,5.8,1,2,0,1,0,0,0,0,0,2,0,0,0,0,2
2016-2017 Playoffs Season,5/17/17,Tyler Zeller,C,Boston,Cleveland,H,5.1,1,1,0,0,1,2,0,0,0,1,1,0,0,0,3
2016-2017 Playoffs Season,5/17/17,Gerald Green,SG,Boston,Cleveland,H,13.7,4,6,3,5,0,0,0,2,2,1,2,0,0,0,11
2016-2017 Playoffs Season,5/17/17,James Young,SG,Boston,Cleveland,H,3.4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Playoffs Season,5/19/17,LeBron James,SF,Cleveland,Boston,R,32.8,12,18,4,6,2,4,0,4,4,7,1,4,1,3,30
2016-2017 Playoffs Season,5/19/17,Kevin Love,PF,Cleveland,Boston,R,26.8,7,14,4,9,3,4,3,9,12,2,2,1,1,0,21
2016-2017 Playoffs Season,5/19/17,Tristan Thompson,C,Cleveland,Boston,R,25.4,3,5,0,0,1,2,1,1,2,1,2,0,2,0,7
2016-2017 Playoffs Season,5/19/17,JR Smith,SG,Cleveland,Boston,R,26.2,4,5,1,1,0,0,1,6,7,0,0,0,0,0,9
